1,42960,1625981167488,
4,34695,1625981167488,
15104,48631,1625981167488,
234980,5086984,1625981167488,
641243,1556505,1625981167488,
258798890,10871,1625981167488,
472730517,14364,1625981167488,
vmiarc39yres,6805906210,1625981167488,
vy0my4jfyeut,5674977685,1625981167488,
6m5khs4cnqq2,3688660687,1625981167488,
rmbme1ep8xxs,3180717136,1625981167488,
l9om7ydyeiqr,2382588560,1625981167488,
t35yivdb1pfa,2354006224,1625981167488,
tkmrq8rmmql0,2342241448,1625981167488,
1e02gybhjkb7,1780150778,1625981167488,
tfgjdryn2a11,1771551324,1625981167488,
nfapbvhsks09,1458462024,1625981167488,
rv8fxr56dolc,1363266453,1625981167488,
alzwi0b7lu03,1322177140,1625981167488,
kexl7542ocuk,1228979865,1625981167488,
g6m1rnub3j7s,1194496873,1625981167488,
hguh04wdx4py,1186214061,1625981167488,
6bdyk436p9cv,1118755257,1625981167488,
hkvbmviprr4c,871784050,1625981167488,
5ps4i9lmt3px,812705044,1625981167488,
ic9vfy25t3xr,795081940,1625981167488,
s3vams3rr1sd,784649249,1625981167488,
x6wxqbeobo7g,767763701,1625981167488,
qw9uvm7z0kns,738037423,1625981167488,
19lv1u44rnu2,722769720,1625981167488,
4pipcjsujbqw,703253394,1625981167488,
rly2g8kduq2h,694562360,1625981167488,
tg3ct6093qb7,692587940,1625981167488,
iwlkj0u7stra,660965446,1625981167488,
cgik85z7qpvx,654138134,1625981167488,
ddvtsqvzb26g,644887110,1625981167488,
9ts44bgacp8g,641660508,1625981167488,
04c8bh5iutqe,606202999,1625981167488,
hdlpt90ypbnb,573956481,1625981167488,
xizsb7nomhud,567675785,1625981167488,
aylcgqtfw4ig,550928443,1625981167488,
k2rdhosk79dl,534711004,1625981167488,
j6zzeyxavupt,529057088,1625981167488,
0a4j39bdapty,488351145,1625981167488,
8p831icill70,487310679,1625981167488,
ej4tpa0l6ajb,466196618,1625981167488,
jwsaqj967kkw,460648464,1625981167488,
o2ol353bj8ff,440696279,1625981167488,
wo63q8c26knx,416825850,1625981167488,
4yrn48as3zfb,413546395,1625981167488,
1r5o02d1nxjl,413463436,1625981167488,
ev46pllkvy6p,406257319,1625981167488,
evqx30ajh07k,406181449,1625981167488,
xcrufix45v3f,403639755,1625981167488,
29i1oe6kw2uc,387097310,1625981167488,
j9nqho75dg5g,386871953,1625981167488,
lzs3tpytaxft,372811470,1625981167488,
q47dbrvvxhym,370759363,1625981167488,
opo2js9ihp50,363302788,1625981167488,
pqgkxo1nicav,361688127,1625981167488,
gmkb6wxfi7gg,354396238,1625981167488,
knoj3mpnbmaj,353716543,1625981167488,
s09l9wtxf7yk,346655658,1625981167488,
3gm4chjkp59d,342600631,1625981167488,
hqw0ccsu9bd7,342124417,1625981167488,
hsy6urcpwzj3,340374772,1625981167488,
0a2b5mgoksd3,335753248,1625981167488,
pnoiy4g689cy,334353482,1625981167488,
u6qe6ed5c96k,333532820,1625981167488,
1n7t8823hjtd,331890683,1625981167488,
kkaghrjs7ruj,329255714,1625981167488,
8e2y58zeb1xu,327727086,1625981167488,
ydrap2oum6vz,326117226,1625981167488,
71tsdlxcz71u,322125626,1625981167488,
wrdodrqu69hw,318849838,1625981167488,
5pns0ymqjcws,317486678,1625981167488,
70vnj3hsb6yb,316709566,1625981167488,
6f611xirjh99,316111603,1625981167488,
icg7v10k5xzj,316038925,1625981167488,
3qqyfkf7gl0q,314226560,1625981167488,
i3ptnncjlrcw,311805675,1625981167488,
c0v8tmrgfql5,311304554,1625981167488,
4xyomu3c6s8b,311000420,1625981167488,
rakq8xbblx30,310737140,1625981167488,
znbznb8k858l,310568892,1625981167488,
s4d2j2uieezq,310526452,1625981167488,
v8u5jd7u6k1l,309691477,1625981167488,
3mwr1ywhuhm1,307988053,1625981167488,
wpicku03fo9m,305706944,1625981167488,
7m53cun9kixa,305649637,1625981167488,
a18de3pcr2kl,304262064,1625981167488,
1zpyo2ddhq9w,300867440,1625981167488,
u888sz04cbvb,295424394,1625981167488,
pvqoexz9cmwt,291844965,1625981167488,
iaq0die74280,290602490,1625981167488,
yjo915e8wwtr,290166345,1625981167488,
unw8thvvkxwh,290018008,1625981167488,
shcwt31nb9in,289434402,1625981167488,
cpsu6jzubjek,289265001,1625981167488,
hjdkvz2yowco,285955125,1625981167488,
epw82116eh17,285552526,1625981167488,
0ls02hfaq40w,285371976,1625981167488,
422vsz0gq3qe,283800592,1625981167488,
x7dl36dbww3e,283226332,1625981167488,
c5ncz8ltfyw2,282257909,1625981167488,
tvkgjtpm50u1,282193133,1625981167488,
9wfkok8lxc2w,282110205,1625981167488,
7ix5bygr0ge8,281302381,1625981167488,
7676bwsd0mm6,280723458,1625981167488,
jc3035hbf8ht,280558964,1625981167488,
fwtyv5qh8saz,279139516,1625981167488,
qbaftu3quf02,278309446,1625981167488,
ri89l5uy968k,277971148,1625981167488,
7vdn49wymr7v,275728615,1625981167488,
bapj4ru82lnc,273436334,1625981167488,
scwuojf6fyro,272923667,1625981167488,
